"Ad report (Mar 14, 2014-Oct 19, 2014)",,,,,,,,,,,,,,,,,,,,,,,
Ad state,Ad,Description line 1,Description line 2,Display URL,Destination URL,Campaign,Ad group,Status,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Ad ID,SU,FTE ,FTC,Imp-SU,Clicks-SU,Click-FTC,FTE Conversion%,FTC Conversion%
enabled,Try Email Marketing Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free,approved,1,62,1.61%,9.12,9.12,2.3,39301764337,1,#N/A,#N/A,1.61%,100.00%,#N/A,#N/A,#N/A
enabled,eNewsletter Reporting,"Design, Send & Track your Emails.","Get Open-Rate, Unsubscribes & More!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,eNewsletter Reporting,approved,0,10,0.00%,0,0,1.8,39294323137,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Tracking,Track & Measure Newsletter Campaign,Success Easily. Get Started Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Newsletter Tracking,approved,0,7,0.00%,0,0,1.6,39301653457,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Sign Up Form Software,Easily Make Online Sign Up Forms,"for Your Site, Newsletter or Blog.",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Sign Up Form Software - Make,approved,0,0,0.00%,0,0,0,40497391057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Web Sign Up Forms,Easily Capture Web Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Website Sign Up Form - Free,approved,1,5,20.00%,2.23,2.23,1.2,40497332377,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,VerticalResponseå¨,Grow your Small Business with Email,Marketing from VerticalResponseå¨.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Branded - ROW,VerticalResponse - Marketing,approved,6,32,18.75%,0.29,1.73,1,39147689017,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Sender,Simple Drag & Drop Email Campaign,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Sender,approved,30,1220,2.46%,1.52,45.56,2.1,39301540657,3,#N/A,#N/A,0.25%,10.00%,#N/A,#N/A,#N/A
enabled,Send Mass Email Free,"Free Templates, Easy Drag & Drop",Mass Email Creator. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - Mass - Free,approved,2,36,5.56%,9.3,18.6,1.7,39148348057,1,#N/A,#N/A,2.78%,50.00%,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Trusted by 600k+ for Engaging Email,Campaigns Since 2001. Sign Up Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Campaign,approved,0,9,0.00%,0,0,1.6,39301411537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Newsletters - Nonbrand - Exact,approved,2,246,0.81%,2.02,4.04,2.8,39149257177,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Software - Bulk,approved,17,511,3.33%,11.91,202.49,5.7,39294346777,4,#N/A,#N/A,,23.53%,#N/A,#N/A,#N/A
enabled,Pay As You Go Email,Easiest Way to Create & Send Email.,Flexible Payment Options. Sign Up!,www.verticalresponse.com/pricing,http://www.verticalresponse.com/pricing/pay-as-you-go,VR Nonbranded - ROW,Email Marketing - Pay As You Go,approved,0,1,0.00%,0,0,1,41477342137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Creator,Easily Grow an Email List w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Sign Up Form - Free,approved,1,5,20.00%,0.34,0.34,3,40497370417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Reach New Customers with Email &,Social. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,1,0.00%,0,0,10,39149426377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Business Email Marketing,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - Business - Nonbrand - Exact,approved,18,1209,1.49%,1.15,20.62,4.2,39148746337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Monthly Email Newsletter,Build Email Newsletter. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletter - Time - Monthly,approved,0,6,0.00%,0,0,1,39148904257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,"Create, Send & Track Mass Email",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,4,0.00%,0,0,7,39149426617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Sign Up Form Generator,Start Collecting Leads w/ Generated,Sign Up Forms. Try it Free Today!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Website Sign Up Form Generator,approved,0,0,0.00%,0,0,0,40497399097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,3,0.00%,0,0,9,39149426257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter - Nonbrand - Phrase,approved,10,2262,0.44%,4.91,49.08,1.6,39148331857,1,#N/A,#N/A,0.04%,10.00%,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,9,0.00%,0,0,8.6,39149426137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Drag & Drop Newsletter,Easily Create Newsletter Blasts,w/ our Free Professional Templates.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Blast,approved,0,17,0.00%,0,0,1.2,39301581817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Campaign,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Newsletter,approved,2,181,1.10%,21.2,42.4,4.2,39147774217,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,3,0.00%,0,0,9.3,39149426017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Reporting,"Design, Send & Track your Emails.","Get Open-Rate, Unsubscribes & More!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Reporting - Free,approved,1,14,7.14%,6.08,6.08,1.4,39301488697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Reliable Email Delivery,Powerful Email Delivery Software w/,Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Delivery,approved,14,1204,1.16%,1.44,20.23,2.7,39148933777,1,#N/A,#N/A,0.08%,7.14%,#N/A,#N/A,#N/A
enabled,Sign Up Form Templates,"Free, Easy to Use Templates. Create",Beautiful Forms in Minutes. Try It!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Sign Up Form Template,approved,141,1115,12.65%,1.72,242.86,1.2,40497307657,9,#N/A,#N/A,,6.38%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Quickly Create Bulk Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Marketing - Bulk,approved,0,4,0.00%,0,0,3.3,39149009497,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Creator,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Sign Up Form Creator,approved,0,3,0.00%,0,0,4.7,40497324457,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send Email Blast,"Design, Send & Track Bulk Email",Blasts. Easy to Use and It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Blast - Free,approved,1,29,3.45%,3.99,3.99,2.3,39148834657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Start Email Marketing $0,"Create, Send & Track Targeted Email",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Advertising,approved,0,15,0.00%,0,0,2.3,39148116697,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,68,0.00%,0,0,9.1,39149425777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Creator,Easily Build Online Sign Up Forms,"for Your Site, Newsletter or Blog.",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Online Sign Up Form Builder - Free,approved,0,0,0.00%,0,0,0,40497346777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Sender,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Sender,approved,30,1186,2.53%,1.18,35.39,2.1,39301540537,7,#N/A,#N/A,0.59%,23.33%,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Template Software,approved,1,15,6.67%,4.25,4.25,5.2,39147788017,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Service - Nonbrand - Broad Mod,approved,2,239,0.84%,2.52,5.03,2.3,39301717777,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Creator,"Free Templates, Easy Drag & Drop",HTML Email Creator. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Creator,approved,61,1670,3.65%,5.39,328.96,1.4,39147937537,10,#N/A,#N/A,,16.39%,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,1,0.00%,0,0,11,39149426497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Simple Bulk Email Campaign Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Software - Bulk,approved,2,18,11.11%,10.54,21.07,1,39301433737,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Bulk - Cheap,approved,0,0,0.00%,0,0,0,39148698697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Exact,approved,0,4,0.00%,0,0,9.5,39149425897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Company,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Company - Best,approved,1,67,1.49%,15.43,15.43,5,39147920377,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Sender,Send Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Sender,approved,31,1181,2.62%,1.17,36.29,2,39301540897,7,#N/A,#N/A,0.59%,22.58%,#N/A,#N/A,#N/A
enabled,Send HTML Email Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - HTML - Nonbrand - Exact,approved,1,69,1.45%,1.91,1.91,1.7,39148444537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send eNewsletters Free,Build e-Newsletters. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,eNewsletter - Free,approved,3,26,11.54%,9,27.01,2.7,39149186977,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Web Sign Up Forms,Easily Create Website Sign Up Forms,"for Your Site, Newsletter or Blog!",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - CA,Website Sign Up Form,approved,0,1,0.00%,0,0,1,40497424297,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Builder,Easiest Way to Build Sign Up Forms,for Your Website or Newsletter!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Website Sign Up Form Builder - Free,approved,0,0,0.00%,0,0,0,40497398257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Company,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletter Company,approved,2,26,7.69%,8.79,17.58,1.8,39148752337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Phrase,approved,0,0,0.00%,0,0,0,39149424457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Bulk,approved,3,58,5.17%,8.02,24.06,1.8,39148732897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Phrase,approved,0,1,0.00%,0,0,9,39149423977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter Software - HTML,approved,0,1,0.00%,0,0,2,39294325417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Free Email Campaigns,"Design, Send & Track Bulk Email",Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Campaign - Free,approved,8,120,6.67%,2.54,20.3,1.6,39148673377,1,#N/A,#N/A,0.83%,12.50%,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Marketing Software - Bulk,approved,0,5,0.00%,0,0,3,39149051137,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter - Nonbrand - Exact,approved,0,471,0.00%,0,0,2.3,39148480897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Easy Sign Up Form Creator,Easily Create Sign Up Form For Your,Newsletter & Start Capturing Leads!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter Sign Up Form - Create - How To,approved,0,0,0.00%,0,0,0,40497312577,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Easy Email Marketing,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Marketing - Easy,approved,0,3,0.00%,0,0,1.3,39149112937,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Bulk Emails Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - Free,approved,0,74,0.00%,0,0,1.8,39148525897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Marketing,Grow Your Business With Email Tools,& Helpful Reporting. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - Send,approved,11,1580,0.70%,5.37,59.03,1.6,39148424737,2,#N/A,#N/A,0.13%,18.18%,#N/A,#N/A,#N/A
enabled,Email Marketing Software,"Email Templates, Easy Drag & Drop",Email Creator. Simple and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Software - Nonbrand - Broad Mod,approved,1,14,7.14%,7.51,7.51,2.7,39148682017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Blast Software,"Design, Send & Track HTML Email",Blasts. Easy to Use and It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast - HTML - Free,approved,0,1,0.00%,0,0,2,39147973897,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Phrase,approved,0,0,0.00%,0,0,0,39149424697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Mass Email Blasts $0,Send Mass Email Blasts to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast - Mass,approved,1,34,2.94%,6.05,6.05,3.2,39148108417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send Mass Email,"Design, Send and Track Mass Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email - Mass - Cheap,approved,0,1,0.00%,0,0,1,39149253337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Management,Grow Your Biz w/ Email Campaigns,& Helpful Reporting. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Campaign Management - Free,approved,0,3,0.00%,0,0,1.3,39147991417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email eBlast Template,Quickly Create Professional eBlast.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email eBlast Template,approved,0,4,0.00%,0,0,2.3,39147763417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Blast Marketing,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast Marketing,approved,6,78,7.69%,5.4,32.4,6.4,39147870457,2,#N/A,#N/A,,33.33%,#N/A,#N/A,#N/A
enabled,Email Marketing Promotion,Keep your Customers Informed about,"Latest Products, Promos & Specials!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Promotion,approved,41,1144,3.58%,6.06,248.42,1.5,39301417417,5,#N/A,#N/A,0.44%,12.20%,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Reach New Customers with Email &,Social. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Marketing - Free - Phrase,approved,0,0,0.00%,0,0,0,39149424577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Software - HTML,approved,0,0,0.00%,0,0,0,39148125697,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Sender,Simple Drag & Drop Email Campaign,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Sender - Free,approved,6,82,7.32%,1.35,8.12,1.9,39301586257,3,#N/A,#N/A,3.66%,50.00%,#N/A,#N/A,#N/A
enabled,Drag & Drop Email Creator,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Creator - HTML - Exact,approved,0,1,0.00%,0,0,4,39147911857,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
